alpha,RMSE_Vp,RMSE_Vs,RMSE_rho,A1_Q,A2_Q,A3_Q,v1_angle_deg,top2_principal_angle_deg
0.03,146.19325852837196,100.69363343735664,0.0021302881843504777,0.9993108837952078,0.9982945161549638,0.7774038928347649,4.661928405449382,4.306721639497349
0.1,147.41294327693876,101.39503624039928,0.0021689416899088555,0.9989861827907331,0.9974603006933317,0.7133584261261605,0.0,8.537736462515939e-07
0.3,149.57305294585183,102.33491453971187,0.0023556863286623105,0.9977882362804584,0.9957269779559877,0.6685261900915732,12.285510879919173,2.8142679888840947
1.0,152.3781651129548,103.5354878486596,0.0032403800705323883,0.9953439487858474,0.9869822843289654,0.5951599072621725,56.77555190713469,3.1085988525243984
3.0,154.57452076228154,104.73462621858661,0.0052887550310562964,0.9944803497283592,0.9520925637266597,0.6095058231209859,69.59323855591585,6.526567537833354
10.0,157.07706830715048,106.67168125628312,0.008418038652071304,0.9941805591817652,0.9263116053798034,0.7080366837294535,74.64739485125746,30.525407259978714
30.0,160.09626512856255,109.10837051517763,0.011503781006957198,0.9936949093510824,0.9375839038800496,0.7483884986713982,76.9763707387242,46.3137287920753
