Scale_m,lambda1_Q,lambda2_Q,lambda3_Q,A1_Q,A2_Q,A3_Q
4.0,985.3711040406824,392.7474004794017,2.4886774674218524,0.9989861827907331,0.9974603006933317,0.7133584261261605
5.0,779.584935759769,302.9098287974837,1.9573221242961598,0.9987189094303662,0.9967095503164316,0.6618562476558082
7.0,450.66576903528255,163.1367689776549,1.0895931050809486,0.9977859734596759,0.9939075198919254,0.5214379308735032
