Scale_m,run,direction,lambda_Q,A_local_formula,A_Laplace_cov,A_sampled,Laplace_var,Sampled_var,Variance_ratio
4.0,46,q1,990.9308565565434,0.9989918652158161,0.9989918652158161,0.9989707629555353,0.0010081347841839183,0.0010292370444646968,1.0209319831155919
4.0,46,q2,397.45634452132924,0.9974903147766381,0.9974903147766381,0.995503567081279,0.0025096852233619537,0.004496432918721051,1.7916322241789617
4.0,46,q3,2.0437560864877287,0.6714585625177586,0.6714585625177699,0.36814340359534425,0.3285414374822301,0.6318565964046557,1.9232173610941579
7.0,15,q1,451.245326854331,0.9977888107612838,0.9977888107612838,0.9957448259163934,0.0022111892387162283,0.004255174083606599,1.9243825942627446
7.0,15,q2,162.4907525040085,0.9938834460990356,0.9938834460990356,0.989580117627867,0.006116553900964398,0.010419882372133028,1.7035544100232851
7.0,15,q3,1.536841063381402,0.6058089667363387,0.6058089667363505,0.3526975762213842,0.39419103326364946,0.6473024237786158,1.6421033690679516
